ImageData,Label
"[[[0.56470588 0.69411765 0.37254902]
  [0.54509804 0.67843137 0.35294118]
  [0.54901961 0.67843137 0.35294118]
  ...
  [0.37647059 0.58431373 0.34509804]
  [0.36470588 0.57254902 0.32156863]
  [0.35294118 0.56862745 0.30588235]]

 [[0.56470588 0.69411765 0.37647059]
  [0.54901961 0.67843137 0.36078431]
  [0.55294118 0.68235294 0.36078431]
  ...
  [0.36862745 0.58039216 0.34509804]
  [0.36078431 0.57254902 0.32941176]
  [0.35686275 0.56862745 0.30588235]]

 [[0.56470588 0.69411765 0.38039216]
  [0.54901961 0.67843137 0.36470588]
  [0.55294118 0.68235294 0.35686275]
  ...
  [0.37647059 0.58039216 0.34901961]
  [0.36862745 0.57254902 0.33333333]
  [0.35686275 0.56862745 0.30588235]]

 ...

 [[0.30196078 0.47058824 0.21568627]
  [0.29411765 0.47058824 0.21960784]
  [0.29019608 0.46666667 0.23529412]
  ...
  [0.36078431 0.4        0.22745098]
  [0.37647059 0.42352941 0.23921569]
  [0.37254902 0.41568627 0.23529412]]

 [[0.29803922 0.46666667 0.22745098]
  [0.28235294 0.45882353 0.20784314]
  [0.28235294 0.45490196 0.22352941]
  ...
  [0.3254902  0.34117647 0.18823529]
  [0.34117647 0.37647059 0.21960784]
  [0.34117647 0.37254902 0.21176471]]

 [[0.28627451 0.45882353 0.22352941]
  [0.27843137 0.4627451  0.21176471]
  [0.28627451 0.4627451  0.22352941]
  ...
  [0.25882353 0.26666667 0.12156863]
  [0.27058824 0.28627451 0.14117647]
  [0.28627451 0.30196078 0.15294118]]]",Healthy
"[[[0.55686275 0.70196078 0.43529412]
  [0.54509804 0.69803922 0.44313725]
  [0.59215686 0.7254902  0.48235294]
  ...
  [0.65490196 0.77254902 0.56470588]
  [0.63921569 0.75686275 0.55686275]
  [0.6        0.73333333 0.52156863]]

 [[0.5372549  0.69411765 0.41960784]
  [0.54117647 0.68235294 0.41960784]
  [0.59607843 0.72156863 0.4627451 ]
  ...
  [0.63921569 0.75686275 0.55686275]
  [0.61960784 0.7372549  0.5372549 ]
  [0.58431373 0.71764706 0.50588235]]

 [[0.55686275 0.70980392 0.43529412]
  [0.56078431 0.70588235 0.43137255]
  [0.60392157 0.74117647 0.47058824]
  ...
  [0.61176471 0.72941176 0.53333333]
  [0.58823529 0.71372549 0.50980392]
  [0.55686275 0.69803922 0.48627451]]

 ...

 [[0.24705882 0.39215686 0.20784314]
  [0.2627451  0.41176471 0.23529412]
  [0.29019608 0.43137255 0.26666667]
  ...
  [0.68235294 0.74901961 0.50980392]
  [0.67843137 0.75686275 0.50980392]
  [0.70196078 0.78431373 0.54117647]]

 [[0.25098039 0.39215686 0.20784314]
  [0.2745098  0.41960784 0.25490196]
  [0.29803922 0.43529412 0.27843137]
  ...
  [0.74117647 0.8        0.55686275]
  [0.75294118 0.82352941 0.57647059]
  [0.76470588 0.83137255 0.58431373]]

 [[0.26666667 0.4        0.22745098]
  [0.29019608 0.42352941 0.2627451 ]
  [0.30196078 0.43137255 0.27843137]
  ...
  [0.79607843 0.84705882 0.60392157]
  [0.79215686 0.84705882 0.6       ]
  [0.78039216 0.83921569 0.59215686]]]",Healthy
"[[[0.24313725 0.45490196 0.18039216]
  [0.25098039 0.4745098  0.19215686]
  [0.25098039 0.48627451 0.20784314]
  ...
  [0.55294118 0.77647059 0.60392157]
  [0.55686275 0.78431373 0.59607843]
  [0.59607843 0.80392157 0.61960784]]

 [[0.24313725 0.4627451  0.17254902]
  [0.25098039 0.47058824 0.17647059]
  [0.23921569 0.4745098  0.18039216]
  ...
  [0.54901961 0.76862745 0.58431373]
  [0.57254902 0.78823529 0.59215686]
  [0.59607843 0.8        0.60784314]]

 [[0.25098039 0.4627451  0.16862745]
  [0.25882353 0.47058824 0.17647059]
  [0.25490196 0.47843137 0.18039216]
  ...
  [0.55686275 0.77647059 0.58039216]
  [0.58431373 0.79215686 0.6       ]
  [0.58039216 0.78823529 0.59215686]]

 ...

 [[0.34509804 0.55294118 0.38039216]
  [0.35686275 0.55294118 0.38823529]
  [0.36862745 0.56078431 0.40392157]
  ...
  [0.51372549 0.60784314 0.52156863]
  [0.51372549 0.61176471 0.5254902 ]
  [0.52156863 0.61568627 0.52941176]]

 [[0.30980392 0.51372549 0.3254902 ]
  [0.31764706 0.51372549 0.3254902 ]
  [0.32941176 0.51764706 0.34117647]
  ...
  [0.50588235 0.6        0.51372549]
  [0.50980392 0.61176471 0.5254902 ]
  [0.52156863 0.61960784 0.53333333]]

 [[0.2627451  0.46666667 0.25490196]
  [0.25882353 0.47058824 0.2627451 ]
  [0.27058824 0.4745098  0.28235294]
  ...
  [0.50196078 0.59607843 0.51372549]
  [0.50588235 0.60392157 0.51372549]
  [0.51372549 0.61176471 0.52941176]]]",Healthy
"[[[0.17647059 0.26666667 0.16078431]
  [0.16470588 0.25490196 0.15294118]
  [0.16470588 0.25882353 0.15294118]
  ...
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[0.18039216 0.26666667 0.16470588]
  [0.18039216 0.27843137 0.17254902]
  [0.19607843 0.29019608 0.17647059]
  ...
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[0.16470588 0.2627451  0.15686275]
  [0.17254902 0.2745098  0.16862745]
  [0.21176471 0.30588235 0.19215686]
  ...
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 ...

 [[0.24313725 0.34117647 0.06666667]
  [0.23921569 0.3372549  0.06666667]
  [0.23137255 0.32941176 0.06666667]
  ...
  [0.14509804 0.22745098 0.12941176]
  [0.18823529 0.28627451 0.17254902]
  [0.23921569 0.34901961 0.22745098]]

 [[0.24705882 0.34509804 0.07058824]
  [0.24313725 0.3372549  0.06666667]
  [0.23137255 0.3254902  0.06666667]
  ...
  [0.1372549  0.21960784 0.1254902 ]
  [0.14901961 0.24313725 0.1372549 ]
  [0.18823529 0.28627451 0.17254902]]

 [[0.24313725 0.34509804 0.06666667]
  [0.23529412 0.3372549  0.06666667]
  [0.22352941 0.32156863 0.0627451 ]
  ...
  [0.12941176 0.22352941 0.12941176]
  [0.13333333 0.22745098 0.12941176]
  [0.14901961 0.24313725 0.1372549 ]]]",Healthy
"[[[0.35294118 0.50588235 0.16862745]
  [0.44705882 0.58039216 0.29019608]
  [0.53333333 0.6627451  0.4       ]
  ...
  [0.64705882 0.76470588 0.65490196]
  [0.64313725 0.75686275 0.65490196]
  [0.63529412 0.75294118 0.65098039]]

 [[0.34509804 0.49803922 0.16078431]
  [0.44313725 0.57647059 0.28627451]
  [0.52156863 0.65098039 0.38039216]
  ...
  [0.61176471 0.7372549  0.61568627]
  [0.62352941 0.74117647 0.63137255]
  [0.63137255 0.74117647 0.63529412]]

 [[0.34117647 0.49411765 0.16078431]
  [0.44705882 0.57647059 0.29019608]
  [0.52156863 0.64705882 0.37254902]
  ...
  [0.58039216 0.70980392 0.58039216]
  [0.60784314 0.72941176 0.60392157]
  [0.63137255 0.74509804 0.61568627]]

 ...

 [[0.43921569 0.58039216 0.34117647]
  [0.41568627 0.56862745 0.32941176]
  [0.41176471 0.56862745 0.32941176]
  ...
  [0.45490196 0.65490196 0.23921569]
  [0.44313725 0.64313725 0.21960784]
  [0.43137255 0.63529412 0.21568627]]

 [[0.45098039 0.59607843 0.34901961]
  [0.42745098 0.57254902 0.34117647]
  [0.41176471 0.56862745 0.32941176]
  ...
  [0.46666667 0.6627451  0.22745098]
  [0.44705882 0.63921569 0.20392157]
  [0.42745098 0.62745098 0.19607843]]

 [[0.45490196 0.61176471 0.36862745]
  [0.42745098 0.57647059 0.35294118]
  [0.41176471 0.56862745 0.3372549 ]
  ...
  [0.4745098  0.66666667 0.22745098]
  [0.44705882 0.64313725 0.20392157]
  [0.42745098 0.62352941 0.18039216]]]",Healthy
"[[[0.28627451 0.48627451 0.41960784]
  [0.29019608 0.48235294 0.40392157]
  [0.24705882 0.43529412 0.32941176]
  ...
  [0.16862745 0.28627451 0.16862745]
  [0.2        0.31764706 0.2       ]
  [0.22745098 0.35294118 0.22745098]]

 [[0.2627451  0.4745098  0.38823529]
  [0.21176471 0.43529412 0.3254902 ]
  [0.18431373 0.41176471 0.29019608]
  ...
  [0.17647059 0.29411765 0.18039216]
  [0.21176471 0.32941176 0.21568627]
  [0.22352941 0.34901961 0.22352941]]

 [[0.25882353 0.49019608 0.40392157]
  [0.15294118 0.41176471 0.30196078]
  [0.1372549  0.38431373 0.2745098 ]
  ...
  [0.19215686 0.30588235 0.19607843]
  [0.22352941 0.34509804 0.22352941]
  [0.22352941 0.34509804 0.21568627]]

 ...

 [[0.47843137 0.57647059 0.39215686]
  [0.14509804 0.35686275 0.19607843]
  [0.1254902  0.34901961 0.20392157]
  ...
  [0.21568627 0.5372549  0.50588235]
  [0.30588235 0.54509804 0.47058824]
  [0.42745098 0.61960784 0.52156863]]

 [[0.47843137 0.58039216 0.38431373]
  [0.15294118 0.36862745 0.20784314]
  [0.1254902  0.35686275 0.20784314]
  ...
  [0.23529412 0.55294118 0.51372549]
  [0.29803922 0.54117647 0.44705882]
  [0.43137255 0.61960784 0.51372549]]

 [[0.30980392 0.43921569 0.26666667]
  [0.16470588 0.38823529 0.22745098]
  [0.1254902  0.36862745 0.21568627]
  ...
  [0.29019608 0.56470588 0.50980392]
  [0.3254902  0.54901961 0.43921569]
  [0.42745098 0.60392157 0.49803922]]]",Healthy
"[[[0.78039216 0.90588235 0.59215686]
  [0.38823529 0.54117647 0.29803922]
  [0.27058824 0.43921569 0.24313725]
  ...
  [0.87058824 0.99215686 0.53333333]
  [0.85882353 0.97647059 0.57254902]
  [0.82745098 0.95294118 0.58039216]]

 [[0.7254902  0.84313725 0.53333333]
  [0.38431373 0.54509804 0.30980392]
  [0.28627451 0.4627451  0.25882353]
  ...
  [0.90196078 1.         0.54117647]
  [0.88627451 0.99607843 0.53333333]
  [0.83921569 0.96862745 0.56470588]]

 [[0.74117647 0.83921569 0.58823529]
  [0.4627451  0.64705882 0.37254902]
  [0.48627451 0.6745098  0.42352941]
  ...
  [0.90588235 1.         0.51764706]
  [0.89019608 0.99607843 0.50196078]
  [0.84313725 0.97254902 0.51764706]]

 ...

 [[0.21176471 0.34117647 0.12941176]
  [0.20392157 0.32941176 0.11372549]
  [0.21176471 0.3372549  0.14901961]
  ...
  [0.65882353 0.76470588 0.50980392]
  [0.45490196 0.55294118 0.3254902 ]
  [0.31764706 0.43529412 0.23137255]]

 [[0.20392157 0.33333333 0.11372549]
  [0.20784314 0.33333333 0.12156863]
  [0.20784314 0.33333333 0.15294118]
  ...
  [0.76470588 0.85098039 0.59215686]
  [0.50980392 0.60784314 0.35686275]
  [0.35294118 0.47058824 0.24705882]]

 [[0.21176471 0.3372549  0.11372549]
  [0.21960784 0.34509804 0.1372549 ]
  [0.21176471 0.3372549  0.15294118]
  ...
  [0.76078431 0.83529412 0.58431373]
  [0.51764706 0.61568627 0.35686275]
  [0.35294118 0.47058824 0.23529412]]]",Healthy
"[[[0.40392157 0.58431373 0.45490196]
  [0.59607843 0.7254902  0.4745098 ]
  [0.33333333 0.57647059 0.16862745]
  ...
  [0.18431373 0.36078431 0.31372549]
  [0.14117647 0.30980392 0.24313725]
  [0.15686275 0.32941176 0.25882353]]

 [[0.38039216 0.56078431 0.44313725]
  [0.58039216 0.72156863 0.48627451]
  [0.34117647 0.58039216 0.19607843]
  ...
  [0.1254902  0.29803922 0.24705882]
  [0.10588235 0.26666667 0.19607843]
  [0.15686275 0.3372549  0.27058824]]

 [[0.34117647 0.5254902  0.41176471]
  [0.56470588 0.71764706 0.50980392]
  [0.36862745 0.6        0.25098039]
  ...
  [0.09803922 0.24705882 0.16862745]
  [0.12156863 0.26666667 0.18431373]
  [0.19215686 0.35294118 0.30196078]]

 ...

 [[0.09803922 0.22352941 0.12156863]
  [0.08627451 0.22745098 0.11372549]
  [0.0627451  0.21568627 0.08627451]
  ...
  [0.21176471 0.35686275 0.25490196]
  [0.23137255 0.3372549  0.24313725]
  [0.23137255 0.33333333 0.23529412]]

 [[0.07058824 0.21568627 0.10588235]
  [0.07843137 0.22745098 0.10196078]
  [0.0627451  0.20784314 0.08235294]
  ...
  [0.20392157 0.36078431 0.25490196]
  [0.20784314 0.33333333 0.24705882]
  [0.20392157 0.31372549 0.22745098]]

 [[0.07058824 0.21176471 0.10588235]
  [0.06666667 0.21960784 0.08627451]
  [0.0627451  0.2        0.0745098 ]
  ...
  [0.20392157 0.37647059 0.2627451 ]
  [0.20784314 0.34117647 0.25098039]
  [0.20392157 0.31764706 0.23137255]]]",Healthy
"[[[0.39215686 0.51372549 0.24705882]
  [0.4        0.52156863 0.25490196]
  [0.39607843 0.51764706 0.25490196]
  ...
  [0.57647059 0.70196078 0.41960784]
  [0.50588235 0.65490196 0.31764706]
  [0.54901961 0.69803922 0.35686275]]

 [[0.36862745 0.50588235 0.23137255]
  [0.37647059 0.50196078 0.23137255]
  [0.38039216 0.50196078 0.23137255]
  ...
  [0.56470588 0.68627451 0.40784314]
  [0.44705882 0.6        0.26666667]
  [0.47843137 0.62352941 0.29411765]]

 [[0.35686275 0.49411765 0.20784314]
  [0.35686275 0.48627451 0.20784314]
  [0.36470588 0.49411765 0.21960784]
  ...
  [0.56862745 0.68235294 0.41960784]
  [0.43137255 0.56862745 0.25098039]
  [0.39607843 0.54509804 0.19607843]]

 ...

 [[0.97647059 0.99607843 1.        ]
  [0.99215686 1.         0.99215686]
  [0.94509804 0.99215686 0.91372549]
  ...
  [0.36862745 0.5254902  0.30980392]
  [0.35686275 0.52156863 0.31372549]
  [0.35686275 0.5254902  0.29803922]]

 [[0.93333333 0.99215686 0.94509804]
  [0.82352941 0.92941176 0.7372549 ]
  [0.83137255 0.94901961 0.68235294]
  ...
  [0.36470588 0.52941176 0.30196078]
  [0.36862745 0.5254902  0.31372549]
  [0.35294118 0.51372549 0.29019608]]

 [[0.79215686 0.89019608 0.65882353]
  [0.78823529 0.8627451  0.58823529]
  [0.9372549  0.96078431 0.77647059]
  ...
  [0.36078431 0.53333333 0.29019608]
  [0.36470588 0.52156863 0.29803922]
  [0.3372549  0.50588235 0.27843137]]]",Healthy
"[[[0.21960784 0.39215686 0.10980392]
  [0.21960784 0.39215686 0.10196078]
  [0.21960784 0.38823529 0.10588235]
  ...
  [0.23921569 0.41568627 0.16862745]
  [0.23921569 0.41568627 0.16078431]
  [0.24313725 0.41176471 0.16078431]]

 [[0.21568627 0.39215686 0.10980392]
  [0.21960784 0.39215686 0.10588235]
  [0.22745098 0.39215686 0.10980392]
  ...
  [0.24313725 0.41960784 0.16470588]
  [0.23921569 0.41176471 0.16078431]
  [0.23529412 0.41176471 0.15686275]]

 [[0.23921569 0.40784314 0.1254902 ]
  [0.22745098 0.39215686 0.11372549]
  [0.23921569 0.4        0.1254902 ]
  ...
  [0.25490196 0.42352941 0.17254902]
  [0.24705882 0.41960784 0.16862745]
  [0.24313725 0.41568627 0.16470588]]

 ...

 [[0.17254902 0.31372549 0.14901961]
  [0.2        0.34117647 0.17254902]
  [0.19215686 0.3372549  0.17254902]
  ...
  [0.21176471 0.36862745 0.10196078]
  [0.16078431 0.31764706 0.09411765]
  [0.16862745 0.32941176 0.10196078]]

 [[0.17647059 0.31764706 0.16470588]
  [0.20392157 0.34509804 0.19215686]
  [0.2        0.34901961 0.19607843]
  ...
  [0.23137255 0.38039216 0.10980392]
  [0.16470588 0.32156863 0.09803922]
  [0.17254902 0.32941176 0.10196078]]

 [[0.17647059 0.30980392 0.16862745]
  [0.20392157 0.34117647 0.19607843]
  [0.20392157 0.34901961 0.2       ]
  ...
  [0.22352941 0.37647059 0.10980392]
  [0.16862745 0.3254902  0.09803922]
  [0.17647059 0.32941176 0.09803922]]]",Healthy
"[[[0.38823529 0.54509804 0.43529412]
  [0.45098039 0.59607843 0.50196078]
  [0.44313725 0.58039216 0.48235294]
  ...
  [0.59215686 0.69411765 0.5372549 ]
  [0.60784314 0.69803922 0.56862745]
  [0.59215686 0.69803922 0.58431373]]

 [[0.27058824 0.44313725 0.29803922]
  [0.31372549 0.47843137 0.33333333]
  [0.35294118 0.50588235 0.35686275]
  ...
  [0.58823529 0.68627451 0.53333333]
  [0.60784314 0.70588235 0.57647059]
  [0.57254902 0.70196078 0.58823529]]

 [[0.2745098  0.45098039 0.29411765]
  [0.2627451  0.43921569 0.29019608]
  [0.26666667 0.44313725 0.29803922]
  ...
  [0.55294118 0.64705882 0.49019608]
  [0.58431373 0.69019608 0.55686275]
  [0.54901961 0.69019608 0.56470588]]

 ...

 [[0.20784314 0.37647059 0.29019608]
  [0.20784314 0.38431373 0.29803922]
  [0.18431373 0.37254902 0.2627451 ]
  ...
  [0.40784314 0.48235294 0.32941176]
  [0.39215686 0.43529412 0.29411765]
  [0.4627451  0.49411765 0.34117647]]

 [[0.18823529 0.36862745 0.27843137]
  [0.2        0.37647059 0.28627451]
  [0.19215686 0.36862745 0.25490196]
  ...
  [0.41568627 0.50196078 0.34901961]
  [0.35294118 0.40392157 0.25490196]
  [0.43529412 0.4627451  0.29411765]]

 [[0.18823529 0.36862745 0.27058824]
  [0.19607843 0.37254902 0.27843137]
  [0.19215686 0.36862745 0.25490196]
  ...
  [0.43529412 0.52156863 0.37254902]
  [0.38039216 0.43137255 0.26666667]
  [0.42745098 0.44313725 0.26666667]]]",Healthy
"[[[0.18039216 0.26666667 0.0745098 ]
  [0.22745098 0.29019608 0.11764706]
  [0.19607843 0.27843137 0.10196078]
  ...
  [0.05882353 0.12941176 0.04313725]
  [0.0627451  0.13333333 0.04705882]
  [0.07843137 0.14901961 0.05098039]]

 [[0.18823529 0.27058824 0.07843137]
  [0.21176471 0.2745098  0.11764706]
  [0.19607843 0.2745098  0.11764706]
  ...
  [0.0627451  0.13333333 0.04705882]
  [0.06666667 0.1372549  0.05098039]
  [0.10196078 0.17647059 0.0627451 ]]

 [[0.21960784 0.29803922 0.10196078]
  [0.23137255 0.29411765 0.14117647]
  [0.2        0.27843137 0.1254902 ]
  ...
  [0.07058824 0.14117647 0.05098039]
  [0.09411765 0.16470588 0.06666667]
  [0.12941176 0.20392157 0.0745098 ]]

 ...

 [[0.12156863 0.20392157 0.05098039]
  [0.12156863 0.20392157 0.05098039]
  [0.12156863 0.20784314 0.05098039]
  ...
  [0.62745098 0.75686275 0.44705882]
  [0.63137255 0.75686275 0.43921569]
  [0.6627451  0.77647059 0.4627451 ]]

 [[0.1254902  0.20784314 0.05490196]
  [0.12156863 0.20784314 0.05490196]
  [0.11764706 0.2        0.05098039]
  ...
  [0.60392157 0.73333333 0.32156863]
  [0.56078431 0.70588235 0.32941176]
  [0.61176471 0.73333333 0.39607843]]

 [[0.12156863 0.20392157 0.05098039]
  [0.11764706 0.2        0.05098039]
  [0.11372549 0.2        0.04705882]
  ...
  [0.47843137 0.65098039 0.22745098]
  [0.51372549 0.6745098  0.31764706]
  [0.59215686 0.71372549 0.39607843]]]",Healthy
"[[[0.40392157 0.55294118 0.26666667]
  [0.40784314 0.54901961 0.26666667]
  [0.4        0.54901961 0.2627451 ]
  ...
  [0.3372549  0.46666667 0.18039216]
  [0.32941176 0.46666667 0.17647059]
  [0.33333333 0.46666667 0.17647059]]

 [[0.4        0.54901961 0.25098039]
  [0.40392157 0.54901961 0.25098039]
  [0.4        0.54901961 0.25490196]
  ...
  [0.34509804 0.47058824 0.18039216]
  [0.3372549  0.47058824 0.18039216]
  [0.33333333 0.46666667 0.18039216]]

 [[0.4        0.54901961 0.24705882]
  [0.4        0.55294118 0.24313725]
  [0.4        0.55294118 0.24313725]
  ...
  [0.34117647 0.47058824 0.17647059]
  [0.34117647 0.4745098  0.18823529]
  [0.3372549  0.46666667 0.18823529]]

 ...

 [[0.26666667 0.43529412 0.15294118]
  [0.27843137 0.44705882 0.16862745]
  [0.28235294 0.45882353 0.17254902]
  ...
  [0.66666667 0.78823529 0.41960784]
  [0.69803922 0.77647059 0.47058824]
  [0.71764706 0.78039216 0.50980392]]

 [[0.27058824 0.44705882 0.16470588]
  [0.2745098  0.45098039 0.17647059]
  [0.27843137 0.45490196 0.17647059]
  ...
  [0.59215686 0.72156863 0.39607843]
  [0.63921569 0.74117647 0.43529412]
  [0.6627451  0.74117647 0.45098039]]

 [[0.2745098  0.45490196 0.17254902]
  [0.27058824 0.45490196 0.18039216]
  [0.2745098  0.45490196 0.17647059]
  ...
  [0.59607843 0.72156863 0.41568627]
  [0.62745098 0.74901961 0.44313725]
  [0.63921569 0.74509804 0.45098039]]]",Healthy
"[[[0.36078431 0.4627451  0.18431373]
  [0.34901961 0.45098039 0.18039216]
  [0.33333333 0.43921569 0.17254902]
  ...
  [0.20392157 0.34509804 0.11764706]
  [0.18039216 0.3372549  0.11764706]
  [0.17647059 0.32941176 0.12156863]]

 [[0.36470588 0.46666667 0.18823529]
  [0.35686275 0.45882353 0.18823529]
  [0.34509804 0.44705882 0.18039216]
  ...
  [0.2        0.3372549  0.10588235]
  [0.16862745 0.31372549 0.10196078]
  [0.17254902 0.31764706 0.10980392]]

 [[0.36078431 0.46666667 0.17254902]
  [0.35686275 0.45882353 0.18039216]
  [0.35294118 0.45098039 0.17647059]
  ...
  [0.29803922 0.40784314 0.18823529]
  [0.27843137 0.39215686 0.16470588]
  [0.17647059 0.31372549 0.09803922]]

 ...

 [[0.30196078 0.32156863 0.21176471]
  [0.4        0.45098039 0.25490196]
  [0.50196078 0.54509804 0.31764706]
  ...
  [0.66666667 0.69411765 0.57254902]
  [0.8        0.82352941 0.69803922]
  [0.85098039 0.85882353 0.73333333]]

 [[0.34901961 0.36862745 0.22352941]
  [0.50980392 0.54901961 0.34117647]
  [0.56470588 0.60392157 0.38039216]
  ...
  [0.59215686 0.62352941 0.50196078]
  [0.68627451 0.71764706 0.57647059]
  [0.78431373 0.79607843 0.65882353]]

 [[0.58039216 0.59215686 0.42352941]
  [0.89803922 0.88235294 0.76078431]
  [0.79607843 0.81960784 0.64313725]
  ...
  [0.72156863 0.74509804 0.61568627]
  [0.75686275 0.76862745 0.62745098]
  [0.80784314 0.81176471 0.6627451 ]]]",Healthy
"[[[0.5254902  0.75686275 0.46666667]
  [0.41568627 0.6745098  0.29411765]
  [0.34901961 0.61960784 0.20392157]
  ...
  [0.36862745 0.4627451  0.38039216]
  [0.39607843 0.48235294 0.40784314]
  [0.44705882 0.5254902  0.4627451 ]]

 [[0.37254902 0.64313725 0.23921569]
  [0.36078431 0.62745098 0.22745098]
  [0.36078431 0.63137255 0.22352941]
  ...
  [0.36862745 0.45882353 0.36862745]
  [0.40392157 0.49019608 0.40784314]
  [0.44705882 0.52156863 0.45882353]]

 [[0.32156863 0.60392157 0.20392157]
  [0.34117647 0.61176471 0.20784314]
  [0.36862745 0.63529412 0.23137255]
  ...
  [0.37254902 0.45098039 0.36078431]
  [0.40392157 0.48235294 0.40392157]
  [0.43529412 0.51372549 0.44705882]]

 ...

 [[0.22352941 0.47058824 0.29803922]
  [0.23921569 0.48235294 0.30588235]
  [0.23529412 0.47843137 0.30196078]
  ...
  [0.3372549  0.4        0.40392157]
  [0.29019608 0.34509804 0.32156863]
  [0.27843137 0.32941176 0.30196078]]

 [[0.23921569 0.48627451 0.30980392]
  [0.25098039 0.49411765 0.30980392]
  [0.24313725 0.48627451 0.30980392]
  ...
  [0.30980392 0.37254902 0.38039216]
  [0.25882353 0.30588235 0.27058824]
  [0.23529412 0.28627451 0.24705882]]

 [[0.25098039 0.49803922 0.31764706]
  [0.25490196 0.50196078 0.31764706]
  [0.24705882 0.48627451 0.30196078]
  ...
  [0.3254902  0.39607843 0.4       ]
  [0.25882353 0.29803922 0.26666667]
  [0.2627451  0.30588235 0.27058824]]]",Healthy
"[[[0.53333333 0.66666667 0.51372549]
  [0.64313725 0.75294118 0.70980392]
  [0.69019608 0.79215686 0.77254902]
  ...
  [0.61568627 0.79215686 0.57647059]
  [0.59215686 0.76862745 0.55686275]
  [0.58039216 0.75686275 0.54509804]]

 [[0.48235294 0.63529412 0.42352941]
  [0.6627451  0.78039216 0.73333333]
  [0.69803922 0.80392157 0.78823529]
  ...
  [0.60784314 0.78431373 0.56470588]
  [0.58431373 0.76470588 0.54901961]
  [0.57254902 0.75294118 0.54117647]]

 [[0.39215686 0.55686275 0.2745098 ]
  [0.52941176 0.69019608 0.50196078]
  [0.60784314 0.75686275 0.63137255]
  ...
  [0.59607843 0.77254902 0.55294118]
  [0.57647059 0.76078431 0.54117647]
  [0.57254902 0.75294118 0.54117647]]

 ...

 [[0.40784314 0.60392157 0.34509804]
  [0.4        0.6        0.33333333]
  [0.39215686 0.59607843 0.31764706]
  ...
  [0.56862745 0.69803922 0.52156863]
  [0.56470588 0.68235294 0.50588235]
  [0.52156863 0.64313725 0.45490196]]

 [[0.41176471 0.60784314 0.34901961]
  [0.40392157 0.60392157 0.3372549 ]
  [0.41176471 0.61176471 0.33333333]
  ...
  [0.57647059 0.70196078 0.53333333]
  [0.56078431 0.68627451 0.50980392]
  [0.54509804 0.66666667 0.49411765]]

 [[0.41176471 0.61176471 0.34901961]
  [0.41568627 0.61176471 0.34117647]
  [0.42352941 0.61568627 0.34117647]
  ...
  [0.60392157 0.72156863 0.56078431]
  [0.57647059 0.70588235 0.53333333]
  [0.56470588 0.69019608 0.52156863]]]",Healthy
"[[[0.24313725 0.34509804 0.27058824]
  [0.26666667 0.34901961 0.27058824]
  [0.28627451 0.35686275 0.28235294]
  ...
  [0.42745098 0.6745098  0.61568627]
  [0.43529412 0.69019608 0.64313725]
  [0.42352941 0.67843137 0.63529412]]

 [[0.24705882 0.3372549  0.27058824]
  [0.25882353 0.3372549  0.27058824]
  [0.28627451 0.35294118 0.29019608]
  ...
  [0.41568627 0.6627451  0.60784314]
  [0.42745098 0.68235294 0.63921569]
  [0.41960784 0.68627451 0.63921569]]

 [[0.23921569 0.3254902  0.25098039]
  [0.24705882 0.32156863 0.25490196]
  [0.27058824 0.34117647 0.28235294]
  ...
  [0.40784314 0.64705882 0.57254902]
  [0.41960784 0.66666667 0.61960784]
  [0.41960784 0.67843137 0.62745098]]

 ...

 [[0.1254902  0.26666667 0.16470588]
  [0.12156863 0.2745098  0.16078431]
  [0.1372549  0.27843137 0.17647059]
  ...
  [0.50196078 0.48627451 0.40784314]
  [0.48235294 0.4745098  0.39215686]
  [0.44313725 0.45098039 0.35686275]]

 [[0.1254902  0.26666667 0.16470588]
  [0.11764706 0.27058824 0.17254902]
  [0.1372549  0.2745098  0.17254902]
  ...
  [0.50588235 0.49411765 0.41568627]
  [0.49411765 0.49019608 0.41568627]
  [0.45490196 0.46666667 0.38431373]]

 [[0.12941176 0.2745098  0.16862745]
  [0.12941176 0.2745098  0.17254902]
  [0.1372549  0.27843137 0.17254902]
  ...
  [0.50588235 0.50588235 0.41960784]
  [0.50196078 0.50588235 0.43529412]
  [0.48235294 0.48627451 0.41960784]]]",Healthy
