ImageData,Label
"[[[0.74509804 0.57647059 0.50196078]
  [0.75686275 0.56470588 0.50588235]
  [0.76078431 0.56078431 0.51372549]
  ...
  [0.39607843 0.46666667 0.37647059]
  [0.40392157 0.4627451  0.38039216]
  [0.38431373 0.45490196 0.38039216]]

 [[0.69803922 0.60784314 0.49019608]
  [0.75294118 0.58039216 0.50980392]
  [0.74509804 0.56470588 0.50588235]
  ...
  [0.41176471 0.47843137 0.39607843]
  [0.42352941 0.48235294 0.4       ]
  [0.38431373 0.44705882 0.36470588]]

 [[0.58823529 0.63921569 0.46666667]
  [0.70588235 0.61568627 0.50588235]
  [0.74509804 0.58039216 0.50980392]
  ...
  [0.40784314 0.4627451  0.38823529]
  [0.41960784 0.4745098  0.39215686]
  [0.41176471 0.47058824 0.37254902]]

 ...

 [[0.30980392 0.37254902 0.21960784]
  [0.30588235 0.38431373 0.23529412]
  [0.31372549 0.39215686 0.23921569]
  ...
  [0.45490196 0.55294118 0.38823529]
  [0.53333333 0.59215686 0.43529412]
  [0.4627451  0.53333333 0.40392157]]

 [[0.3254902  0.40392157 0.24313725]
  [0.32156863 0.39607843 0.24705882]
  [0.31372549 0.39215686 0.23921569]
  ...
  [0.44313725 0.54509804 0.37647059]
  [0.5254902  0.58823529 0.42745098]
  [0.47058824 0.54117647 0.39607843]]

 [[0.39215686 0.48235294 0.29803922]
  [0.38039216 0.45882353 0.28627451]
  [0.36862745 0.44705882 0.2745098 ]
  ...
  [0.47058824 0.57254902 0.4       ]
  [0.52156863 0.58431373 0.42745098]
  [0.49019608 0.55294118 0.41568627]]]",Powdery
"[[[0.19215686 0.31372549 0.33333333]
  [0.14901961 0.25490196 0.26666667]
  [0.12156863 0.21568627 0.23921569]
  ...
  [0.2745098  0.50588235 0.36078431]
  [0.28627451 0.50588235 0.36470588]
  [0.28627451 0.50588235 0.35686275]]

 [[0.20784314 0.32156863 0.32941176]
  [0.16078431 0.27843137 0.28235294]
  [0.15294118 0.23921569 0.25882353]
  ...
  [0.28235294 0.52156863 0.38431373]
  [0.30196078 0.5254902  0.39215686]
  [0.30196078 0.52941176 0.39607843]]

 [[0.23921569 0.37647059 0.36078431]
  [0.22352941 0.35294118 0.32156863]
  [0.20392157 0.3254902  0.31764706]
  ...
  [0.29019608 0.54117647 0.40392157]
  [0.30196078 0.54509804 0.41176471]
  [0.3254902  0.55294118 0.42352941]]

 ...

 [[0.42745098 0.61568627 0.52941176]
  [0.4627451  0.65490196 0.58431373]
  [0.49019608 0.69411765 0.63529412]
  ...
  [0.25490196 0.50196078 0.19607843]
  [0.24705882 0.50588235 0.2       ]
  [0.2627451  0.51372549 0.22352941]]

 [[0.40392157 0.59607843 0.50196078]
  [0.43921569 0.63529412 0.55294118]
  [0.47058824 0.67058824 0.61176471]
  ...
  [0.26666667 0.51372549 0.20392157]
  [0.25490196 0.50980392 0.20392157]
  [0.25882353 0.50980392 0.21960784]]

 [[0.39215686 0.58823529 0.49019608]
  [0.42352941 0.61176471 0.5254902 ]
  [0.45098039 0.65098039 0.58039216]
  ...
  [0.27058824 0.51764706 0.2       ]
  [0.2627451  0.51372549 0.20784314]
  [0.26666667 0.51764706 0.21960784]]]",Powdery
"[[[0.35686275 0.56862745 0.45490196]
  [0.36862745 0.58039216 0.45882353]
  [0.39607843 0.59607843 0.47843137]
  ...
  [0.23137255 0.44705882 0.34509804]
  [0.25098039 0.4627451  0.36078431]
  [0.25490196 0.4745098  0.37254902]]

 [[0.35686275 0.56470588 0.45882353]
  [0.37647059 0.57254902 0.45490196]
  [0.39607843 0.58039216 0.45490196]
  ...
  [0.23137255 0.44705882 0.34509804]
  [0.25098039 0.45882353 0.36078431]
  [0.25098039 0.4627451  0.36470588]]

 [[0.35294118 0.55686275 0.45882353]
  [0.37647059 0.55686275 0.43921569]
  [0.4        0.56470588 0.43529412]
  ...
  [0.23529412 0.44313725 0.34117647]
  [0.24313725 0.45490196 0.35294118]
  [0.23529412 0.44705882 0.35294118]]

 ...

 [[0.43137255 0.58823529 0.48235294]
  [0.42352941 0.58823529 0.48235294]
  [0.40784314 0.58431373 0.4745098 ]
  ...
  [0.5372549  0.63529412 0.54901961]
  [0.54509804 0.64313725 0.54509804]
  [0.53333333 0.62745098 0.52941176]]

 [[0.41960784 0.58823529 0.47843137]
  [0.41176471 0.58431373 0.4745098 ]
  [0.40784314 0.58431373 0.4745098 ]
  ...
  [0.5372549  0.63529412 0.54509804]
  [0.54509804 0.64313725 0.54901961]
  [0.55294118 0.65098039 0.58823529]]

 [[0.41960784 0.59215686 0.48235294]
  [0.40784314 0.58039216 0.4745098 ]
  [0.40392157 0.58431373 0.47058824]
  ...
  [0.53333333 0.62745098 0.51764706]
  [0.54901961 0.64313725 0.53333333]
  [0.56470588 0.6627451  0.60784314]]]",Powdery
"[[[0.21960784 0.38039216 0.38823529]
  [0.20392157 0.38431373 0.39607843]
  [0.18431373 0.36862745 0.39215686]
  ...
  [0.30196078 0.41568627 0.49019608]
  [0.25098039 0.38039216 0.43137255]
  [0.22352941 0.35686275 0.39607843]]

 [[0.21568627 0.38431373 0.39215686]
  [0.20392157 0.38431373 0.40392157]
  [0.18039216 0.36862745 0.39215686]
  ...
  [0.31372549 0.42352941 0.50196078]
  [0.2745098  0.39215686 0.44705882]
  [0.22745098 0.36078431 0.40784314]]

 [[0.21568627 0.38039216 0.38823529]
  [0.19215686 0.38039216 0.39607843]
  [0.17647059 0.37254902 0.39607843]
  ...
  [0.30196078 0.43529412 0.50980392]
  [0.27843137 0.4        0.45882353]
  [0.24705882 0.36862745 0.41960784]]

 ...

 [[0.43529412 0.56470588 0.64705882]
  [0.41176471 0.54509804 0.63137255]
  [0.39607843 0.52156863 0.60784314]
  ...
  [0.39607843 0.63921569 0.66666667]
  [0.45490196 0.68627451 0.72941176]
  [0.42745098 0.65490196 0.68627451]]

 [[0.42745098 0.56078431 0.64313725]
  [0.40392157 0.52941176 0.61960784]
  [0.37647059 0.49411765 0.58823529]
  ...
  [0.37647059 0.61960784 0.65490196]
  [0.37254902 0.61568627 0.62745098]
  [0.45098039 0.6745098  0.69411765]]

 [[0.41176471 0.5372549  0.61960784]
  [0.38039216 0.50588235 0.59215686]
  [0.34901961 0.4745098  0.55686275]
  ...
  [0.36078431 0.60784314 0.63529412]
  [0.32941176 0.58823529 0.61960784]
  [0.35686275 0.61176471 0.63921569]]]",Powdery
"[[[0.57254902 0.64313725 0.49019608]
  [0.41568627 0.50980392 0.34117647]
  [0.43921569 0.52941176 0.31764706]
  ...
  [0.41176471 0.54901961 0.29411765]
  [0.40784314 0.55294118 0.29411765]
  [0.40392157 0.54901961 0.30196078]]

 [[0.56470588 0.64313725 0.42352941]
  [0.52941176 0.6        0.44313725]
  [0.42352941 0.50980392 0.31372549]
  ...
  [0.41176471 0.55294118 0.29019608]
  [0.4        0.54509804 0.27843137]
  [0.39607843 0.54509804 0.27843137]]

 [[0.41568627 0.52156863 0.21960784]
  [0.55294118 0.62745098 0.42745098]
  [0.49019608 0.57254902 0.4       ]
  ...
  [0.41568627 0.55686275 0.29411765]
  [0.39607843 0.5372549  0.27843137]
  [0.38039216 0.5254902  0.26666667]]

 ...

 [[0.43137255 0.52941176 0.31372549]
  [0.39607843 0.50980392 0.30588235]
  [0.39607843 0.51372549 0.30980392]
  ...
  [0.19215686 0.32156863 0.18039216]
  [0.18431373 0.30588235 0.17254902]
  [0.18039216 0.30196078 0.16078431]]

 [[0.40392157 0.50980392 0.29803922]
  [0.38039216 0.50196078 0.29019608]
  [0.38823529 0.50980392 0.30196078]
  ...
  [0.19215686 0.31372549 0.17254902]
  [0.18039216 0.30196078 0.16078431]
  [0.17647059 0.29803922 0.15294118]]

 [[0.39215686 0.50196078 0.29803922]
  [0.38823529 0.50196078 0.29411765]
  [0.40784314 0.52156863 0.32156863]
  ...
  [0.18823529 0.30980392 0.17254902]
  [0.18039216 0.30196078 0.16078431]
  [0.17647059 0.29803922 0.15294118]]]",Powdery
"[[[0.3372549  0.44705882 0.24313725]
  [0.33333333 0.44705882 0.23137255]
  [0.35686275 0.45882353 0.23529412]
  ...
  [0.61176471 0.72156863 0.54509804]
  [0.58823529 0.69803922 0.50980392]
  [0.55294118 0.67058824 0.46666667]]

 [[0.34117647 0.44705882 0.23137255]
  [0.36862745 0.46666667 0.24705882]
  [0.42352941 0.49803922 0.28235294]
  ...
  [0.59607843 0.70588235 0.52941176]
  [0.57647059 0.68627451 0.50588235]
  [0.55294118 0.66666667 0.46666667]]

 [[0.37647059 0.47058824 0.25098039]
  [0.41176471 0.49803922 0.27058824]
  [0.51764706 0.56470588 0.3372549 ]
  ...
  [0.57647059 0.69411765 0.49803922]
  [0.55686275 0.67058824 0.4745098 ]
  [0.55294118 0.6627451  0.47058824]]

 ...

 [[0.88235294 0.98431373 1.        ]
  [0.8        0.93333333 0.99607843]
  [0.58823529 0.78431373 0.85098039]
  ...
  [0.59607843 0.63921569 0.50980392]
  [0.58823529 0.62352941 0.51372549]
  [0.58431373 0.61176471 0.47058824]]

 [[0.96862745 1.         1.        ]
  [0.87058824 0.98039216 1.        ]
  [0.69411765 0.85882353 0.90588235]
  ...
  [0.55686275 0.60392157 0.46666667]
  [0.63137255 0.66666667 0.57254902]
  [0.59607843 0.62352941 0.50980392]]

 [[1.         1.         0.99607843]
  [0.92941176 0.99607843 1.        ]
  [0.74509804 0.90196078 0.91764706]
  ...
  [0.5372549  0.59215686 0.45882353]
  [0.64705882 0.68235294 0.58039216]
  [0.62352941 0.65490196 0.55294118]]]",Powdery
"[[[0.41568627 0.61176471 0.50980392]
  [0.44705882 0.62352941 0.51764706]
  [0.46666667 0.63921569 0.52941176]
  ...
  [0.29803922 0.53333333 0.30980392]
  [0.26666667 0.50588235 0.29019608]
  [0.25882353 0.49803922 0.29411765]]

 [[0.41960784 0.62352941 0.50588235]
  [0.42745098 0.61568627 0.50196078]
  [0.45098039 0.62745098 0.50588235]
  ...
  [0.25882353 0.49411765 0.27058824]
  [0.23921569 0.4745098  0.25098039]
  [0.24705882 0.48627451 0.27058824]]

 [[0.41568627 0.63137255 0.49803922]
  [0.42352941 0.61176471 0.48235294]
  [0.41960784 0.60392157 0.4627451 ]
  ...
  [0.24313725 0.48627451 0.26666667]
  [0.23921569 0.49019608 0.26666667]
  [0.25882353 0.50196078 0.28627451]]

 ...

 [[0.49803922 0.6745098  0.45882353]
  [0.5254902  0.70980392 0.49019608]
  [0.50980392 0.69803922 0.48235294]
  ...
  [0.20784314 0.43137255 0.20784314]
  [0.23529412 0.4627451  0.24705882]
  [0.2745098  0.51372549 0.30980392]]

 [[0.4627451  0.63921569 0.42745098]
  [0.48627451 0.67058824 0.45098039]
  [0.48235294 0.66666667 0.45098039]
  ...
  [0.20392157 0.43137255 0.21960784]
  [0.23529412 0.47058824 0.25490196]
  [0.28627451 0.52156863 0.3254902 ]]

 [[0.43137255 0.61960784 0.40784314]
  [0.45490196 0.64313725 0.42745098]
  [0.44313725 0.63137255 0.41568627]
  ...
  [0.21568627 0.43921569 0.23921569]
  [0.25098039 0.47843137 0.29019608]
  [0.28627451 0.51372549 0.33333333]]]",Powdery
"[[[0.35294118 0.62745098 0.24313725]
  [0.36078431 0.63921569 0.25098039]
  [0.38039216 0.65882353 0.28235294]
  ...
  [0.59215686 0.79607843 0.57254902]
  [0.59607843 0.8        0.58039216]
  [0.62745098 0.81568627 0.61176471]]

 [[0.37254902 0.63529412 0.26666667]
  [0.37254902 0.64705882 0.2627451 ]
  [0.38039216 0.65882353 0.2745098 ]
  ...
  [0.56862745 0.77647059 0.5254902 ]
  [0.55686275 0.77254902 0.5254902 ]
  [0.58431373 0.79607843 0.56470588]]

 [[0.40392157 0.65098039 0.31764706]
  [0.4        0.65882353 0.30980392]
  [0.4        0.67058824 0.30588235]
  ...
  [0.55686275 0.76862745 0.50196078]
  [0.5372549  0.75294118 0.49019608]
  [0.55686275 0.77254902 0.51764706]]

 ...

 [[0.50196078 0.67843137 0.46666667]
  [0.50980392 0.67843137 0.47058824]
  [0.53333333 0.69803922 0.50588235]
  ...
  [0.45490196 0.49019608 0.42352941]
  [0.43529412 0.48235294 0.41960784]
  [0.41960784 0.46666667 0.39607843]]

 [[0.50196078 0.6745098  0.4627451 ]
  [0.52941176 0.69019608 0.48627451]
  [0.50588235 0.66666667 0.4627451 ]
  ...
  [0.41568627 0.44705882 0.37254902]
  [0.37254902 0.41568627 0.3372549 ]
  [0.3372549  0.4        0.31372549]]

 [[0.49411765 0.6627451  0.44705882]
  [0.49803922 0.6627451  0.45490196]
  [0.45098039 0.61960784 0.4       ]
  ...
  [0.37647059 0.41568627 0.33333333]
  [0.32156863 0.37254902 0.2745098 ]
  [0.28235294 0.35686275 0.24705882]]]",Powdery
"[[[0.42745098 0.43137255 0.27843137]
  [0.43921569 0.44313725 0.29803922]
  [0.44313725 0.45882353 0.32941176]
  ...
  [0.43137255 0.48235294 0.34117647]
  [0.47843137 0.51764706 0.38431373]
  [0.4745098  0.50980392 0.37254902]]

 [[0.43529412 0.43921569 0.2745098 ]
  [0.44313725 0.45098039 0.30980392]
  [0.45098039 0.4745098  0.34509804]
  ...
  [0.43137255 0.48627451 0.34901961]
  [0.49803922 0.5372549  0.41568627]
  [0.48235294 0.52156863 0.38431373]]

 [[0.43529412 0.44313725 0.29019608]
  [0.44313725 0.45882353 0.31764706]
  [0.45882353 0.48235294 0.36470588]
  ...
  [0.4627451  0.50980392 0.38431373]
  [0.52156863 0.56078431 0.44705882]
  [0.5254902  0.56470588 0.44313725]]

 ...

 [[0.31372549 0.3254902  0.24313725]
  [0.32941176 0.34117647 0.2627451 ]
  [0.34901961 0.36078431 0.27843137]
  ...
  [0.60784314 0.6627451  0.58039216]
  [0.57254902 0.65098039 0.55294118]
  [0.59215686 0.69411765 0.56078431]]

 [[0.31764706 0.32156863 0.24705882]
  [0.32941176 0.34117647 0.26666667]
  [0.34117647 0.35294118 0.2745098 ]
  ...
  [0.58431373 0.65882353 0.56862745]
  [0.58823529 0.69019608 0.56470588]
  [0.65882353 0.76470588 0.6       ]]

 [[0.31372549 0.3254902  0.25098039]
  [0.32941176 0.34117647 0.27058824]
  [0.3372549  0.34901961 0.27058824]
  ...
  [0.58823529 0.67843137 0.56862745]
  [0.63921569 0.74901961 0.59607843]
  [0.70980392 0.81960784 0.63137255]]]",Powdery
"[[[0.18823529 0.3254902  0.0745098 ]
  [0.2        0.3372549  0.07843137]
  [0.22745098 0.35686275 0.09019608]
  ...
  [0.29411765 0.30588235 0.23921569]
  [0.27843137 0.28627451 0.21960784]
  [0.25490196 0.27058824 0.20392157]]

 [[0.19215686 0.32941176 0.08235294]
  [0.19607843 0.3372549  0.08235294]
  [0.22352941 0.34901961 0.08627451]
  ...
  [0.30196078 0.30980392 0.25098039]
  [0.28235294 0.29019608 0.22745098]
  [0.25882353 0.27058824 0.20392157]]

 [[0.19215686 0.32941176 0.07843137]
  [0.19215686 0.3372549  0.07843137]
  [0.24313725 0.36470588 0.10196078]
  ...
  [0.30588235 0.31372549 0.25882353]
  [0.28627451 0.29019608 0.23529412]
  [0.2627451  0.26666667 0.20784314]]

 ...

 [[0.54509804 0.60784314 0.52941176]
  [0.56078431 0.61960784 0.55294118]
  [0.5254902  0.58823529 0.5254902 ]
  ...
  [0.32941176 0.45098039 0.25098039]
  [0.37254902 0.4745098  0.30196078]
  [0.40392157 0.49803922 0.32941176]]

 [[0.50980392 0.57647059 0.48627451]
  [0.54117647 0.6        0.52156863]
  [0.51764706 0.58431373 0.51372549]
  ...
  [0.34901961 0.46666667 0.2745098 ]
  [0.39215686 0.48627451 0.32156863]
  [0.41568627 0.50588235 0.34117647]]

 [[0.50196078 0.57254902 0.47058824]
  [0.52941176 0.59215686 0.50588235]
  [0.52156863 0.58431373 0.50980392]
  ...
  [0.36470588 0.47058824 0.29411765]
  [0.40392157 0.49411765 0.33333333]
  [0.42745098 0.50980392 0.34901961]]]",Powdery
"[[[0.66666667 0.74117647 0.60784314]
  [0.69019608 0.77254902 0.65098039]
  [0.70588235 0.79607843 0.6745098 ]
  ...
  [0.55686275 0.69019608 0.49411765]
  [0.56078431 0.69411765 0.50588235]
  [0.56470588 0.69411765 0.51372549]]

 [[0.6627451  0.7372549  0.59607843]
  [0.69019608 0.76862745 0.64705882]
  [0.71372549 0.78823529 0.67843137]
  ...
  [0.54509804 0.67843137 0.47843137]
  [0.54117647 0.6745098  0.47058824]
  [0.52941176 0.6627451  0.45882353]]

 [[0.64313725 0.73333333 0.56862745]
  [0.68627451 0.75294118 0.61960784]
  [0.71372549 0.78039216 0.67058824]
  ...
  [0.53333333 0.66666667 0.46666667]
  [0.50980392 0.64705882 0.43137255]
  [0.49019608 0.62745098 0.39215686]]

 ...

 [[0.4        0.5254902  0.28235294]
  [0.40392157 0.5254902  0.27058824]
  [0.41176471 0.52941176 0.2745098 ]
  ...
  [0.35686275 0.4745098  0.2745098 ]
  [0.3254902  0.46666667 0.2627451 ]
  [0.29803922 0.4745098  0.25882353]]

 [[0.4        0.51764706 0.2745098 ]
  [0.39607843 0.51764706 0.26666667]
  [0.40784314 0.5254902  0.2745098 ]
  ...
  [0.37254902 0.49019608 0.29019608]
  [0.33333333 0.4745098  0.26666667]
  [0.29803922 0.4745098  0.25098039]]

 [[0.39215686 0.50980392 0.27843137]
  [0.39607843 0.51372549 0.28235294]
  [0.41960784 0.53333333 0.32156863]
  ...
  [0.36862745 0.49411765 0.29019608]
  [0.3254902  0.4745098  0.25882353]
  [0.30196078 0.47058824 0.25490196]]]",Powdery
"[[[0.34901961 0.43529412 0.2745098 ]
  [0.34901961 0.44313725 0.27843137]
  [0.34117647 0.44313725 0.28627451]
  ...
  [0.45098039 0.55294118 0.43137255]
  [0.42352941 0.5254902  0.40392157]
  [0.38823529 0.48235294 0.36078431]]

 [[0.34117647 0.42745098 0.27058824]
  [0.3372549  0.43137255 0.27058824]
  [0.3372549  0.43137255 0.27058824]
  ...
  [0.44705882 0.55294118 0.42745098]
  [0.42745098 0.5254902  0.40784314]
  [0.39215686 0.48235294 0.36862745]]

 [[0.3254902  0.41960784 0.2627451 ]
  [0.31764706 0.41568627 0.25490196]
  [0.33333333 0.41960784 0.25490196]
  ...
  [0.44313725 0.55294118 0.42352941]
  [0.41960784 0.52156863 0.4       ]
  [0.39215686 0.48235294 0.36078431]]

 ...

 [[0.36470588 0.49411765 0.30980392]
  [0.37647059 0.50588235 0.32941176]
  [0.38431373 0.50980392 0.33333333]
  ...
  [0.43137255 0.47843137 0.30980392]
  [0.33333333 0.43529412 0.25490196]
  [0.30588235 0.41960784 0.23921569]]

 [[0.36470588 0.49411765 0.31764706]
  [0.37647059 0.50196078 0.32941176]
  [0.38431373 0.50980392 0.3372549 ]
  ...
  [0.43137255 0.45882353 0.30980392]
  [0.29411765 0.41960784 0.24705882]
  [0.29803922 0.41960784 0.25098039]]

 [[0.37254902 0.49411765 0.32941176]
  [0.37647059 0.50196078 0.3372549 ]
  [0.38431373 0.50588235 0.34117647]
  ...
  [0.53333333 0.50196078 0.38039216]
  [0.30980392 0.43137255 0.26666667]
  [0.31372549 0.42745098 0.2627451 ]]]",Powdery
"[[[0.36078431 0.45490196 0.23137255]
  [0.35686275 0.45098039 0.24313725]
  [0.34901961 0.44705882 0.23529412]
  ...
  [0.58039216 0.65490196 0.55686275]
  [0.62745098 0.68627451 0.61176471]
  [0.61568627 0.68627451 0.6       ]]

 [[0.36470588 0.45490196 0.25490196]
  [0.36078431 0.45098039 0.25098039]
  [0.35294118 0.45098039 0.24705882]
  ...
  [0.58431373 0.65882353 0.56078431]
  [0.61568627 0.68235294 0.58823529]
  [0.58823529 0.6627451  0.55686275]]

 [[0.38039216 0.46666667 0.27843137]
  [0.37647059 0.45882353 0.26666667]
  [0.36862745 0.45882353 0.2627451 ]
  ...
  [0.58823529 0.65882353 0.56078431]
  [0.6        0.6745098  0.57254902]
  [0.58431373 0.6627451  0.55294118]]

 ...

 [[0.36078431 0.49803922 0.25882353]
  [0.35294118 0.49019608 0.25882353]
  [0.3372549  0.4745098  0.25098039]
  ...
  [0.39215686 0.49803922 0.23529412]
  [0.41568627 0.51764706 0.2627451 ]
  [0.44313725 0.54509804 0.29019608]]

 [[0.36078431 0.50196078 0.25490196]
  [0.35686275 0.49411765 0.25098039]
  [0.34117647 0.48235294 0.24313725]
  ...
  [0.39215686 0.49411765 0.23137255]
  [0.41176471 0.51372549 0.25882353]
  [0.43921569 0.54509804 0.28235294]]

 [[0.37254902 0.51372549 0.25490196]
  [0.36470588 0.50588235 0.25490196]
  [0.34509804 0.48627451 0.24705882]
  ...
  [0.38823529 0.49019608 0.22352941]
  [0.40392157 0.50980392 0.24705882]
  [0.42745098 0.5372549  0.2745098 ]]]",Powdery
"[[[0.3254902  0.44705882 0.30980392]
  [0.38039216 0.49803922 0.35294118]
  [0.38823529 0.50980392 0.36470588]
  ...
  [0.58823529 0.73333333 0.73333333]
  [0.63529412 0.74901961 0.72941176]
  [0.70980392 0.78823529 0.72156863]]

 [[0.31764706 0.43529412 0.27843137]
  [0.37647059 0.48235294 0.3254902 ]
  [0.37647059 0.48235294 0.34117647]
  ...
  [0.57647059 0.71764706 0.71372549]
  [0.57647059 0.71372549 0.70588235]
  [0.60392157 0.71764706 0.66666667]]

 [[0.30196078 0.41568627 0.25490196]
  [0.34901961 0.45098039 0.29411765]
  [0.35294118 0.45490196 0.30196078]
  ...
  [0.54901961 0.68235294 0.6627451 ]
  [0.57254902 0.71764706 0.70588235]
  [0.55686275 0.68627451 0.64705882]]

 ...

 [[0.21960784 0.36470588 0.20784314]
  [0.24313725 0.40392157 0.22745098]
  [0.26666667 0.43529412 0.24313725]
  ...
  [0.21176471 0.36078431 0.22745098]
  [0.19607843 0.35294118 0.21960784]
  [0.2        0.37647059 0.23137255]]

 [[0.21960784 0.35294118 0.2       ]
  [0.23921569 0.39215686 0.21960784]
  [0.25098039 0.42745098 0.24313725]
  ...
  [0.21568627 0.36470588 0.23137255]
  [0.20392157 0.36470588 0.22745098]
  [0.20784314 0.38823529 0.23529412]]

 [[0.21960784 0.34117647 0.18823529]
  [0.23529412 0.38431373 0.21176471]
  [0.25882353 0.42745098 0.24705882]
  ...
  [0.22352941 0.37647059 0.23137255]
  [0.21960784 0.38039216 0.23921569]
  [0.21960784 0.4        0.23529412]]]",Powdery
"[[[0.50588235 0.61176471 0.41568627]
  [0.48235294 0.58039216 0.4       ]
  [0.45490196 0.54117647 0.37254902]
  ...
  [0.49019608 0.65490196 0.45098039]
  [0.49019608 0.64705882 0.44313725]
  [0.45882353 0.61568627 0.39607843]]

 [[0.50196078 0.60784314 0.4       ]
  [0.47058824 0.57254902 0.38431373]
  [0.44705882 0.5372549  0.35686275]
  ...
  [0.49803922 0.65490196 0.45882353]
  [0.48235294 0.63529412 0.43137255]
  [0.45098039 0.60784314 0.38431373]]

 [[0.50196078 0.60392157 0.38039216]
  [0.47058824 0.56470588 0.36862745]
  [0.44313725 0.53333333 0.35294118]
  ...
  [0.49803922 0.65490196 0.45490196]
  [0.47843137 0.63529412 0.42745098]
  [0.44705882 0.60784314 0.37647059]]

 ...

 [[0.43921569 0.56078431 0.27058824]
  [0.43137255 0.55294118 0.23921569]
  [0.52156863 0.63137255 0.29803922]
  ...
  [0.20392157 0.33333333 0.12156863]
  [0.21176471 0.33333333 0.12156863]
  [0.21568627 0.32941176 0.12156863]]

 [[0.45098039 0.57647059 0.2745098 ]
  [0.38431373 0.51372549 0.20784314]
  [0.47058824 0.58823529 0.25882353]
  ...
  [0.21960784 0.3372549  0.1254902 ]
  [0.22352941 0.34117647 0.13333333]
  [0.21568627 0.33333333 0.13333333]]

 [[0.45490196 0.58039216 0.27058824]
  [0.35686275 0.49803922 0.18431373]
  [0.43137255 0.56078431 0.21960784]
  ...
  [0.22352941 0.34117647 0.13333333]
  [0.22352941 0.34117647 0.14117647]
  [0.19607843 0.31764706 0.1254902 ]]]",Powdery
"[[[0.41568627 0.50588235 0.41568627]
  [0.40392157 0.48627451 0.39607843]
  [0.4        0.48235294 0.37647059]
  ...
  [0.47058824 0.50588235 0.38823529]
  [0.50196078 0.53333333 0.39607843]
  [0.52156863 0.54117647 0.41176471]]

 [[0.42352941 0.50196078 0.42352941]
  [0.41176471 0.48627451 0.40392157]
  [0.40392157 0.48627451 0.38823529]
  ...
  [0.44705882 0.48627451 0.37254902]
  [0.47058824 0.50588235 0.38431373]
  [0.47843137 0.50588235 0.38823529]]

 [[0.41960784 0.49019608 0.41176471]
  [0.41568627 0.48627451 0.40784314]
  [0.41176471 0.49411765 0.39607843]
  ...
  [0.41568627 0.4627451  0.34901961]
  [0.42745098 0.46666667 0.35686275]
  [0.41960784 0.45490196 0.34901961]]

 ...

 [[0.45490196 0.56078431 0.35294118]
  [0.46666667 0.56862745 0.36862745]
  [0.4745098  0.57254902 0.38823529]
  ...
  [0.43529412 0.55294118 0.3372549 ]
  [0.45098039 0.56862745 0.35294118]
  [0.4745098  0.58431373 0.38039216]]

 [[0.45882353 0.56470588 0.36078431]
  [0.47058824 0.57647059 0.37254902]
  [0.47843137 0.58431373 0.39215686]
  ...
  [0.43529412 0.55294118 0.33333333]
  [0.44705882 0.56470588 0.35294118]
  [0.46666667 0.58431373 0.36862745]]

 [[0.4627451  0.56862745 0.36078431]
  [0.47058824 0.57647059 0.37254902]
  [0.48235294 0.58823529 0.39607843]
  ...
  [0.43921569 0.55686275 0.34117647]
  [0.44705882 0.56862745 0.34117647]
  [0.45490196 0.58039216 0.35686275]]]",Powdery
"[[[0.64705882 0.77254902 0.60392157]
  [0.63921569 0.76862745 0.58823529]
  [0.62352941 0.77254902 0.57254902]
  ...
  [0.75294118 0.81176471 0.76470588]
  [0.73333333 0.79607843 0.75686275]
  [0.65098039 0.7254902  0.68235294]]

 [[0.65882353 0.78431373 0.61568627]
  [0.65490196 0.78039216 0.60392157]
  [0.65098039 0.78431373 0.60392157]
  ...
  [0.74901961 0.80784314 0.75686275]
  [0.70196078 0.76862745 0.72941176]
  [0.60784314 0.67843137 0.63921569]]

 [[0.6627451  0.79215686 0.62352941]
  [0.66666667 0.79607843 0.62745098]
  [0.6745098  0.80392157 0.63137255]
  ...
  [0.72941176 0.78823529 0.74117647]
  [0.67843137 0.74509804 0.70980392]
  [0.60392157 0.67843137 0.64313725]]

 ...

 [[0.36862745 0.43529412 0.35686275]
  [0.41176471 0.4745098  0.4       ]
  [0.4627451  0.51764706 0.45098039]
  ...
  [0.47843137 0.64705882 0.43529412]
  [0.43529412 0.59215686 0.29411765]
  [0.35686275 0.51764706 0.18431373]]

 [[0.39215686 0.45098039 0.38039216]
  [0.43529412 0.49019608 0.42352941]
  [0.49019608 0.5372549  0.48627451]
  ...
  [0.50980392 0.67843137 0.46666667]
  [0.41568627 0.57647059 0.27058824]
  [0.34509804 0.50980392 0.18431373]]

 [[0.40392157 0.45490196 0.4       ]
  [0.45098039 0.50196078 0.43921569]
  [0.50588235 0.54509804 0.50196078]
  ...
  [0.51372549 0.67843137 0.45882353]
  [0.38823529 0.54509804 0.22745098]
  [0.30196078 0.47058824 0.15686275]]]",Powdery
